MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,logSP
20,RL,150.0,6.585004858059253,Pave,<None>,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,<None>,-0.8171343254785851,TA,TA,CBlock,Gd,TA,Gd,ALQ,1.1828973259264846,Rec,2.7815545116302207,-1.21664751902806,2136,GasW,TA,Y,SBrkr,1.9466833116102624,-0.8700861079650746,0,1.0701615860836904,2,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,0.17120376242374877,RFn,2,513,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2009,WD,Normal,12.83468397161566
70,RM,60.0,0.10867247863900092,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,TA,TA,BrkTil,TA,Gd,No,LwQ,-0.7916695773545991,Unf,-0.359662323183478,0.5129767297845531,728,GasA,Ex,Y,SBrkr,-0.8966961595981329,1.1619516214707235,0,0.40551753904301485,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,-0.028563207395512203,Unf,2,546,Fa,TA,Y,-0.9490260588204544,-1.0703598828507335,2.4544644631914165,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2006,WD,Normal,12.08954444723597
60,RL,71.0,-0.2965458211239442,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,No,GLQ,0.4975355229596388,Unf,-0.359662323183478,-0.4131941067190758,716,GasA,Ex,Y,SBrkr,-1.3754594526183166,1.1384611442133166,0,-0.00915472208591679,1,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,0.37127023819480204,Fin,2,432,TA,TA,Y,0.8751970031770026,0.7616987462042447,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,12.14685859089592
60,RL,94.0,0.70545683707397,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,1.296729738308429,Gd,TA,CBlock,Gd,TA,No,GLQ,0.7895749280245873,Unf,-0.359662323183478,-0.8742691796158699,845,GasA,TA,Y,SBrkr,0.1420558834321139,1.2353434180284841,0,1.521737842681156,1,0,2,1,4,1,Ex,10,Typ,1,TA,Attchd,0.2628905342480805,RFn,2,484,TA,TA,Y,1.2045657677939603,1.3957458411065544,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,8,2009,WD,Normal,12.468440756144114
60,FV,75.0,-0.017256767291200334,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,Av,Unf,-1.3528794995691213,Unf,-0.359662323183478,1.1085955951856852,1088,GasA,Ex,Y,SBrkr,-0.04250472602176411,1.1759795460347742,0,0.9506189029843859,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,0.38167159248403454,RFn,3,1025,TA,TA,Y,1.1059714074448717,0.7137835166035916,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,12,2007,WD,Normal,12.506180941677355
60,RL,90.0,0.168831303302649,Pave,<None>,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2823390938331274,Gd,TA,PConc,Gd,TA,Gd,GLQ,1.0240541589475747,Unf,-0.359662323183478,-0.22700185880644635,1347,GasA,Ex,Y,SBrkr,0.6947363794805504,1.2461624674810188,0,1.8913451709981213,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,0.3143099995472106,RFn,3,656,TA,TA,Y,1.2539215215105923,0.8374695942600386,2.4532411528024336,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2009,WD,Normal,12.468440756144114
80,RL,0.0,0.867735039259253,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,1.2592256289486072,TA,TA,CBlock,Gd,TA,Av,GLQ,1.0575702695507427,Unf,-0.359662323183478,-0.2894359410669667,1372,GasA,TA,Y,SBrkr,0.9181340956083937,-0.8700861079650746,0,0.07438338428839317,1,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,0.24753193860394093,Unf,2,588,TA,TA,Y,1.1406350127248432,0.7335278724026761,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2009,WD,Normal,12.141539457711714
60,RL,111.0,1.1491835199029872,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,1.344464113740212,TA,TA,PConc,Ex,Gd,Av,Unf,-1.3528794995691213,Unf,-0.359662323183478,1.3295753958740604,1249,GasA,Ex,Y,SBrkr,0.3963109995113198,1.2561621063392157,0,1.831056702499083,0,0,3,1,4,1,Gd,9,Typ,0,<None>,Attchd,0.38167159248403454,RFn,3,840,TA,TA,Y,1.1496264963309835,1.2828969152394243,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,9,2006,New,Partial,12.74444728628135
60,RL,99.0,0.5628306645268248,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.352079892028728,Gd,TA,PConc,Ex,TA,Av,GLQ,1.0121272516825017,Unf,-0.359662323183478,-0.8232554302624908,1136,GasA,Ex,Y,SBrkr,0.09481775000410882,1.2541580917182151,0,1.6716522386967925,1,0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,0.37127023819480204,Fin,3,872,TA,TA,Y,1.068195270744696,1.2828969152394243,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2007,WD,Normal,12.777055016970678
60,RL,86.0,0.26154033452029823,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,1.2087651503520938,Gd,TA,CBlock,TA,TA,Gd,LwQ,-0.6383254175845262,ALQ,2.7816236006377983,-2.0634069800126906,1502,GasA,Ex,Y,SBrkr,1.0881553686783292,1.2318266902708126,0,1.9902840521651106,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,0.28341692322002315,Fin,2,576,TA,TA,Y,1.095458292092004,1.05842415723655,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,8,2007,WD,Normal,12.614868865984633
20,RM,49.0,-0.8592456656277122,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,Gd,CBlock,TA,TA,No,ALQ,0.2270018537265791,Unf,-0.359662323183478,0.8367949483505873,1162,GasA,Ex,Y,SBrkr,0.16951653266189656,-0.8700861079650746,0,-0.6348800549619236,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.12074800304816459,Unf,1,220,Fa,TA,Y,0.9872223371680214,1.0681731485428825,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Normal,11.745433036677351
80,RL,96.0,0.42391837529928966,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,1.3097713371816624,Gd,Gd,CBlock,Gd,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.5094095925264638,710,GasA,Ex,Y,SBrkr,1.7243274949915715,1.2160918582105453,0,2.2666891762643444,0,0,2,1,5,1,Gd,11,Typ,1,Gd,BuiltIn,0.1509802527329246,Fin,2,564,TA,TA,Y,1.1496264963309835,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2010,WD,Normal,12.396697137361691
45,RM,50.0,-1.1490786830852802,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,Av,BLQ,-0.13621886115728601,Unf,-0.359662323183478,0.3121210795963083,720,GasA,Po,N,FuseF,-1.0097757720802472,-0.8700861079650746,0,-1.7263745217711175,0,0,1,0,2,1,TA,5,Typ,0,<None>,Detchd,0.050686166090851,Unf,2,360,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,2.4545358618414066,0,-0.2940036598327685,0,<None>,<None>,<None>,0,12,2007,WD,Normal,11.373674891823535
120,RL,32.0,0.34769131490376787,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,Gd,GLQ,1.384721527784591,Unf,-0.359662323183478,-1.110530050016231,1719,GasA,Ex,Y,SBrkr,1.4103132770677143,-0.8700861079650746,0,0.5477708852071431,2,0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,0.3143099995472106,Fin,2,473,TA,TA,Y,0.9390675138762461,0.5171242302436534,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2008,Con,Normal,12.688501881189456
20,RL,80.0,0.4798357030323267,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.2121122768215435,TA,TA,CBlock,TA,TA,No,Rec,0.6640853755947277,Unf,-0.359662323183478,0.694979009014775,1383,GasA,TA,Y,SBrkr,0.7200992037536531,-0.8700861079650746,0,-0.11449761065875312,0,0,1,1,3,1,TA,7,Typ,0,<None>,Attchd,0.14593296232142441,RFn,1,292,TA,TA,Y,-0.9490260588204544,0.7035976472499027,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2006,WD,Normal,11.886218559372042
75,RL,0.0,0.5281449245432638,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,<None>,-0.8171343254785851,TA,TA,BrkTil,TA,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.7376845639489241,844,GasA,Gd,N,FuseA,0.8593594643792805,1.1309912290862898,0,1.2163676033237691,0,0,2,0,5,1,Gd,10,Typ,0,<None>,Detchd,-0.0038917499170626926,Unf,2,441,TA,TA,Y,-0.9490260588204544,0.8374695942600386,2.454681435348761,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,12.276069679344005
70,RM,60.0,-0.6764267773153064,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,<None>,-0.8171343254785851,TA,TA,PConc,TA,TA,Mn,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.29651369514250153,596,GasA,TA,N,SBrkr,-1.960975039421349,1.102481990946513,0,-0.5612876579368757,0,0,1,0,3,1,TA,6,Typ,0,<None>,Detchd,-0.05314933961505833,Unf,1,189,Fa,Fa,N,-0.9490260588204544,-1.0703598828507335,2.453061805291048,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,7,2009,WD,Normal,11.264476926102368
90,RL,0.0,0.3071017877932271,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.0572509308850246,TA,TA,CBlock,TA,TA,No,GLQ,-0.5283206142420735,Rec,2.7810183504591066,1.5532889015817957,1728,GasA,TA,Y,SBrkr,1.4268724262207113,-0.8700861079650746,0,0.5637965855779316,0,1,2,0,6,2,TA,10,Typ,0,<None>,Detchd,0.3608827207642794,Unf,1,352,TA,TA,Y,1.0147696816943672,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2007,WD,Normal,11.686887175419702
20,RL,70.0,-0.2040063088489167,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,Rec,0.9198889684019572,Unf,-0.359662323183478,-0.6646434577208209,1056,GasA,Fa,Y,SBrkr,-0.13748493391929634,-0.8700861079650746,0,-0.9220361749645416,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.13584868181329557,RFn,1,308,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2007,WD,Normal,11.842236406331557
20,RL,85.0,0.3128183066350142,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3074902379423419,Gd,TA,PConc,Gd,TA,No,GLQ,1.1148198342195335,<None>,2.7814067790801307,1.767528713568683,3206,GasA,Ex,Y,SBrkr,1.2397486786192184,-0.8700861079650746,0,0.3830763332951791,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,0.3660747501607885,RFn,3,880,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2009,WD,Normal,12.556733038263904
120,RM,59.0,-0.19878997982496804,Pave,<None>,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,1.1763459120455233,Gd,TA,PConc,Gd,TA,Av,GLQ,0.814821318116184,Unf,-0.359662323183478,0.37726405285925957,1358,GasA,Ex,Y,SBrkr,0.6621586266704296,-0.8700861079650746,0,-0.16958828201202808,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,0.37127023819480204,RFn,2,484,TA,TA,Y,1.0813478785100958,0.5171242302436534,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2008,WD,Normal,12.240478903153711
60,RL,59.0,-0.008183275198441206,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,PConc,Gd,TA,Gd,GLQ,0.9056496850788406,Unf,-0.359662323183478,-1.0380868468352478,943,GasA,Gd,Y,SBrkr,-0.4977433512638641,1.1326793936387343,0,0.39992157984935894,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,0.3401491780022002,Fin,2,472,TA,TA,Y,0.8751970031770026,0.625495248102908,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2008,WD,Normal,12.165255859329688
190,RL,0.0,5.994437250382616,Grvl,<None>,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,Gd,ALQ,1.1904879785443967,BLQ,2.7800884601777054,-1.095607853045761,1499,GasA,Ex,Y,SBrkr,1.2202140479233368,0.8287008110945387,0,0.6652489363529128,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,0.17120376242374877,Fin,2,529,TA,TA,Y,1.4491596956039448,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,Shed,700,8,2008,WD,Normal,12.34126328584159
20,RL,86.0,0.8736319612079915,Pave,<None>,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,1.2374986385076836,Gd,TA,PConc,Ex,TA,Gd,GLQ,1.1904879785443967,Unf,-0.359662323183478,0.44243426895795596,1922,GasA,Ex,Y,SBrkr,1.7641445708901882,-0.8700861079650746,0,0.8916136314020904,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,0.37646918544354163,Fin,3,676,TA,TA,Y,1.0579210645873705,0.7616987462042447,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,12.841132451487937
20,RL,70.0,0.011764983081896068,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1230655648357544,Gd,TA,PConc,Gd,TA,Av,GLQ,0.8911705069066672,Unf,-0.359662323183478,0.5377998067539878,1536,GasA,Ex,Y,SBrkr,1.0532244595768945,-0.8700861079650746,0,0.20375211735332113,1,0,2,0,3,1,Gd,7,Typ,0,<None>,Attchd,0.3608827207642794,RFn,2,532,TA,TA,Y,1.0813478785100958,0.9357479642623762,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,12,2008,WD,Normal,12.273735966890268
20,RL,91.0,0.8719488408826069,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,Gd,TA,CBlock,Gd,TA,Mn,ALQ,0.13650910670441346,Unf,-0.359662323183478,0.9729938475296721,1208,GasA,Ex,Y,SBrkr,1.224130677443698,-0.8700861079650746,0,0.3680299665870953,1,0,2,0,3,1,Gd,8,Typ,0,<None>,Attchd,0.26801695945963766,RFn,2,440,TA,TA,Y,0.9000227959556045,0.7035976472499027,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,Shed,400,5,2006,WD,Normal,12.218500103788145
20,RL,66.0,0.6113198722949552,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.213212218425206,TA,TA,CBlock,TA,Fa,No,Rec,0.6851975896579927,Unf,-0.359662323183478,0.36210459261800015,1215,GasA,TA,Y,FuseA,0.3085851766313128,-0.8700861079650746,0,-0.5040955007108433,0,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.13584868181329557,Unf,1,297,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,3.4013362273387475,0,<None>,<None>,<None>,0,6,2009,WD,Normal,11.951186847493476
60,RL,85.0,0.8783933795837581,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.9308654795848298,967,GasA,Ex,Y,SBrkr,-0.33325459378815264,1.1852683894511127,0,0.8690114769145522,0,0,2,1,4,1,Gd,9,Typ,0,<None>,Attchd,0.3608827207642794,Fin,2,431,TA,TA,Y,0.9712449613346619,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2010,WD,Normal,12.220473454337986
20,RH,60.0,-0.1515127024721845,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,<None>,-0.8171343254785851,Fa,Fa,CBlock,TA,Fa,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.5289637002955515,721,GasA,Gd,Y,SBrkr,-0.8624080194700713,-0.8700861079650746,0,-1.591677001330947,0,0,1,0,2,1,TA,4,Typ,0,<None>,CarPort,0.09564881132805186,Unf,1,294,TA,TA,N,1.1619936559460886,-1.0703598828507335,2.4258712043630513,0,-0.2940036598327685,0,<None>,<None>,<None>,0,9,2009,WD,Normal,11.31448672129398
90,RL,0.0,-0.1184713919186864,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,1.3306882360539514,TA,TA,Slab,<None>,<None>,<None>,<None>,-1.3528794995691213,<None>,-0.359662323183478,-2.0634069800126906,0,Wall,Fa,N,FuseA,-0.18606736388754186,-0.8700861079650746,0,-0.9672824684496791,0,0,2,0,2,2,TA,6,Typ,0,<None>,Detchd,0.09063925863334939,Unf,2,400,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2006,WD,Normal,11.37940550085183
120,RL,63.0,-0.050217138869805195,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.4217669938277322,Ex,TA,PConc,Ex,TA,No,GLQ,-0.6383254175845262,Unf,-0.359662323183478,1.828506808133403,1684,GasA,Ex,Y,SBrkr,1.34507579309763,-0.8700861079650746,0,0.484697824836639,0,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,0.37646918544354163,RFn,2,564,TA,TA,Y,1.3633036177711295,0.9228782561643117,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2008,WD,Normal,12.491255347155263
160,RM,36.0,-2.3825277801523077,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,<None>,-0.8171343254785851,TA,TA,CBlock,Gd,TA,No,Rec,-0.09132257880570559,BLQ,2.780877245001633,-0.7891599292382808,536,GasA,TA,Y,SBrkr,-2.299951790168752,1.095694238273075,0,-0.7685411020573916,0,0,1,1,3,1,TA,4,Typ,0,<None>,Attchd,0.22710204267580952,Unf,1,336,TA,TA,Y,1.0648110330654867,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2010,WD,Normal,11.350418300109132
50,RL,65.0,-0.6665446528020341,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,TA,BrkTil,TA,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.9384352404362473,972,GasA,Gd,Y,SBrkr,-0.4013008528493252,1.1054532098520757,0,0.28401975193229073,0,0,1,0,3,1,Fa,6,Typ,1,Gd,Detchd,0.040732129427088114,Unf,1,312,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2006,WD,Normal,11.850832386224807
20,RL,0.0,0.6697099807185073,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,Gd,CBlock,TA,TA,Mn,BLQ,0.5888924158847098,Unf,-0.359662323183478,0.012018603665368702,958,GasA,TA,Y,SBrkr,-0.4474922918465082,-0.8700861079650746,0,-1.2098426273301226,0,0,1,0,2,1,TA,5,Typ,0,<None>,Attchd,0.14593296232142441,RFn,1,301,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,Gar2,15500,4,2007,WD,Normal,11.928347504569842
20,RL,0.0,1.3076289493591364,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.7911561945842795,TA,TA,CBlock,TA,TA,No,BLQ,1.2026224870211795,Unf,-0.359662323183478,-0.6714496577042649,1478,GasA,Ex,Y,FuseA,0.9310476406817514,-0.8700861079650746,0,0.08673162644544669,1,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,0.14593296232142441,Unf,2,498,TA,TA,Y,-0.9490260588204544,0.649140556603013,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,12,2009,WD,Normal,11.967187086434018
160,RL,36.0,-2.488278812341014,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,1.1092576284050846,Gd,TA,PConc,Gd,TA,No,GLQ,0.6725980833699664,Unf,-0.359662323183478,-0.7307512028027262,764,GasA,Ex,Y,SBrkr,-1.168507448238392,1.1740143641122527,0,0.3774420148546928,1,0,2,1,2,1,Gd,6,Typ,0,<None>,BuiltIn,0.3660747501607885,RFn,2,474,TA,TA,Y,-0.9490260588204544,0.46916858004295947,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2008,WD,Normal,11.944714374881176
60,RL,56.0,1.6072121419143337,Pave,<None>,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,1.4689202623282822,Ex,TA,PConc,Ex,TA,No,GLQ,1.2798030041126578,Unf,-0.359662323183478,-0.03800654197875357,1848,GasA,Ex,Y,SBrkr,1.639720720082948,1.177921963723835,0,1.987961470741152,1,0,2,1,4,1,Ex,10,Typ,2,Ex,Attchd,0.38167159248403454,Fin,3,706,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2006,New,Partial,12.988043102265232
