MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,logSP,Age,Garage_Age,RemodAge,KMeansCluster
20,RL,75.0,0.212813450763143,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,ALQ,0.7414991423726282,LwQ,2.781070787351415,-0.4566682466263346,1196,GasA,TA,Y,SBrkr,0.4717418650302062,-0.8700861079650746,0,-0.3500938235312842,0,1,2,0,3,1,TA,6,Typ,2,Fa,Detchd,0.2475319386039409,Unf,2,473,TA,TA,Y,1.147086583710086,0.9897528133236764,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,2,2008,WD,Normal,12.052344376474922,31,2007.752468061396,31,3
50,RL,50.0,-0.5044924491148683,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,Gd,BrkTil,Fa,TA,No,LwQ,0.7178519965294132,Unf,-0.359662323183478,-2.06340698001269,617,GasA,Gd,Y,SBrkr,-0.7727480037436391,1.0434200183105655,0,-0.2780585753457278,0,0,2,0,2,1,TA,6,Min1,0,<None>,Attchd,-0.0334872574888432,Unf,1,398,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,2.452730930265251,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2006,COD,Normal,11.6262630788088,82,2006.0334872574888,56,0
120,RM,0.0,-1.3753871179270538,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.24210467743515,Gd,TA,PConc,Gd,TA,Av,GLQ,0.7616387678721342,Unf,-0.359662323183478,-0.7487175044307911,848,GasA,Ex,Y,SBrkr,-0.835993845459896,-0.8700861079650746,0,-1.567483017816109,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,0.371270238194802,RFn,2,420,TA,TA,Y,1.0023763832605883,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2008,WD,Normal,11.91170829631447,4,2007.6287297618053,4,2
50,RM,50.0,-1.8227916555869652,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,LwQ,0.3287950764760218,Unf,-0.359662323183478,-0.1084112726600636,720,GasA,TA,Y,SBrkr,-1.357687861737191,1.0914928333616356,0,-0.3383661776373868,0,0,1,1,2,1,TA,5,Typ,0,<None>,Detchd,0.085633133117341,Unf,1,240,TA,TA,Y,-0.9490260588204544,0.587678604771527,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnWw,<None>,0,4,2009,WD,Normal,11.60824473564232,62,2008.9143668668826,59,0
20,RL,99.0,0.5220017868631948,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,<None>,-0.8171343254785851,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,1.5532889015817957,1424,GasA,Ex,Y,SBrkr,0.8527607966682782,-0.8700861079650746,0,0.011931318902814,0,0,2,0,3,1,TA,5,Typ,0,<None>,Attchd,0.2988479313615373,RFn,2,500,TA,TA,Y,-0.9490260588204544,0.574377351391968,-0.4079206211052366,508,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2009,WD,Normal,12.103491596905933,19,2008.7011520686385,19,1
20,RL,40.0,0.8046353439685187,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,<None>,-0.8171343254785851,TA,Gd,CBlock,TA,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,1.1817517019786503,1140,GasA,TA,Y,SBrkr,1.367595515711292,-0.8700861079650746,0,0.5064590789397478,0,0,1,1,3,1,TA,8,Min2,1,TA,Attchd,0.1560309773635954,RFn,1,349,TA,TA,Y,-0.9490260588204544,0.5171242302436534,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2007,WD,Normal,11.87688084212164,45,2006.8439690226364,45,3
20,RL,0.0,0.6260733835901703,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,TA,TA,PConc,TA,TA,No,ALQ,0.4895041666006557,Rec,2.781149229948733,-0.1890910905491442,1100,GasA,TA,Y,SBrkr,-0.0076104899866926,-0.8700861079650746,0,-0.8008180856039961,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,0.1459329623214244,RFn,1,312,TA,TA,Y,1.266655975817413,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,4,2008,WD,Normal,11.856522261533735,48,2007.8540670376785,48,0
60,RL,0.0,0.902452340634174,Pave,<None>,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,1.1493882564739335,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1.076836109787288,Unf,-0.359662323183478,-1.151509178148437,1157,GasA,Ex,Y,SBrkr,0.2156585318685353,1.178350570484466,0,1.1095783459780295,1,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,0.2885571424510407,Fin,2,454,TA,TA,Y,0.7070982131578938,0.7968579905826223,-0.4079206211052366,0,3.401325120376986,0,<None>,<None>,<None>,0,4,2007,WD,Normal,12.531776395271262,19,2006.711442857549,18,2
20,RL,75.0,-0.1865136642343014,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,1.2850672909548444,TA,TA,CBlock,Gd,TA,No,Rec,0.8723050526182894,Unf,-0.359662323183478,-0.3736724130355591,1092,GasA,Ex,Y,SBrkr,-0.030830443827269,-0.8700861079650746,0,-0.822518431405707,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.1661427316238925,RFn,2,504,TA,Gd,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,7,2008,WD,Normal,11.884495917930655,44,2007.833857268376,44,3
30,RL,67.0,-0.9315929902685977,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,Rec,0.5526817342241092,Unf,-0.359662323183478,-0.1373363681858312,864,GasA,TA,N,FuseA,-0.7764335732117388,-0.8700861079650746,0,-1.5128721557628066,1,0,1,0,2,1,TA,5,Typ,0,<None>,<None>,-4.092378380520978,<None>,0,0,<None>,<None>,Y,-0.9490260588204544,-1.0703598828507337,2.451345158666314,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2008,WD,Normal,11.49273296168228,83,2012.092378380521,58,0
20,RL,83.0,0.269079379970186,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,PConc,Gd,TA,Mn,GLQ,-0.5618527364680085,Unf,-0.359662323183478,1.2313695453043212,1212,GasA,Ex,Y,SBrkr,0.3007263362053097,-0.8700861079650746,0,-0.5114979784520397,0,0,2,0,3,1,Gd,6,Typ,0,<None>,Attchd,0.3972995781234436,RFn,2,460,TA,TA,Y,0.8751970031770026,0.3766453014491496,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2010,WD,Normal,12.133507329024972,1,2009.6027004218765,1,2
60,FV,72.0,-0.0967393582879562,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,PConc,Gd,TA,No,GLQ,0.9008504047823556,Unf,-0.359662323183478,-1.227989575817634,900,GasA,Ex,Y,SBrkr,-0.5351082035133728,1.186291965770521,0,0.7770328146373375,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,0.3972995781234436,RFn,2,644,TA,TA,Y,1.0399417283334982,1.1141704385997793,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,New,Partial,12.439875187430008,0,2008.6027004218765,0,2
20,RL,43.0,0.7893580804254546,Pave,<None>,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,PConc,Gd,TA,No,ALQ,0.8112614026626374,Unf,-0.359662323183478,-0.4625580431412544,990,GasA,Ex,Y,SBrkr,-0.3428862978242231,-0.8700861079650746,0,-1.112969569157752,0,1,1,0,3,1,TA,5,Typ,0,<None>,Attchd,0.3298031434243793,Unf,2,576,TA,TA,Y,1.1286379093923158,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Normal,11.95761769646754,11,2005.6701968565756,11,2
60,RL,0.0,0.3574438845892092,Pave,<None>,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.1857393451247278,TA,TA,CBlock,Gd,TA,No,GLQ,0.4321222866365658,Unf,-0.359662323183478,-0.3570278592071523,689,GasA,Ex,Y,SBrkr,-1.4980962561126794,1.1349048991939172,0,-0.0948914331702635,0,0,1,1,3,1,TA,6,Typ,0,<None>,Attchd,0.2322043507325828,Fin,1,299,TA,TA,Y,-0.9490260588204544,0.6006195093871691,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,Shed,450,3,2010,WD,Normal,11.993813394724253,33,2009.7677956492673,33,0
20,RL,72.0,0.1906476818640928,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.9928000003949649,TA,TA,CBlock,TA,TA,No,BLQ,0.4054110760272501,Unf,-0.359662323183478,0.5094095925264638,1070,GasA,TA,Y,SBrkr,0.36305600573626,-0.8700861079650746,0,-0.4527489530798927,0,1,1,0,2,1,Gd,6,Min1,1,Fa,Attchd,0.1308116905448512,Unf,1,447,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,5,2006,WD,Normal,11.808955099378537,49,2005.8691883094552,10,3
20,RL,65.0,-0.1399788607651613,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2890633534444629,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.995012702427498,Unf,-0.359662323183478,0.0782405544306915,1436,GasA,Ex,Y,SBrkr,0.8395218857688145,-0.8700861079650746,0,-0.0007039252540939,1,0,2,0,3,1,Gd,8,Typ,0,<None>,Attchd,0.371270238194802,Unf,2,484,TA,TA,Y,0.9804806761049496,1.0681731485428825,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2008,WD,Normal,12.25486757159303,4,2007.6287297618053,4,1
70,RM,57.0,0.1700165526386948,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.4661828162808051,686,GasA,Fa,N,SBrkr,-0.9821087315789764,1.0743997978924855,0,-0.2369556875033161,0,0,1,0,3,1,TA,8,Typ,0,<None>,Detchd,0.045707436819273,Unf,1,210,TA,TA,Y,-0.9490260588204544,1.3356877476745432,2.4472855809791514,0,-0.2940036598327685,0,<None>,<None>,<None>,0,9,2006,WD,Family,11.580593459194764,81,2005.9542925631806,56,0
50,RL,0.0,1.0743154116991862,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3163941599273117,Gd,Gd,CBlock,TA,TA,No,BLQ,0.3760800594762398,Unf,-0.359662323183478,0.0052725212623084,798,GasA,Ex,Y,SBrkr,0.0976161061313981,1.1638285907318424,0,0.94270609046482,0,1,1,1,3,1,Gd,8,Typ,2,TA,Attchd,0.0407321294270881,Unf,2,431,TA,TA,Y,-0.9490260588204544,1.160178124405268,2.4533790217050906,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2008,WD,Normal,12.649157827477366,69,2007.9592678705728,2,3
120,RL,43.0,-2.104741242639585,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.5982565267598481,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.7916695773545991,Unf,-0.359662323183478,1.3069825481280322,1248,GasA,Ex,Y,SBrkr,0.3937653247710816,-0.8700861079650746,0,-0.4237710792453504,0,0,2,0,2,1,Gd,5,Typ,0,<None>,Attchd,0.3764691854435416,Fin,2,438,TA,TA,Y,0.9000227959556045,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2006,New,Partial,12.027191164883384,1,2005.6235308145565,0,2
20,RL,73.0,-0.0194231094655025,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,Mn,Unf,-1.3528794995691211,Unf,-0.359662323183478,1.6434915027375738,1498,GasA,Ex,Y,SBrkr,0.973714674789846,-0.8700861079650746,0,0.1275584488181507,0,0,2,0,2,1,Gd,5,Typ,0,<None>,Attchd,0.3816715924840345,RFn,2,675,TA,TA,Y,1.263317613173924,0.5606949782031171,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2006,New,Partial,12.23028221464456,0,2005.618328407516,0,1
60,RL,0.0,-0.2298106578492457,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.9953050085302252,1010,GasA,Ex,Y,SBrkr,-0.2792222913122906,1.243740878450519,0,1.4051059456189874,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,0.3608827207642794,RFn,2,390,TA,TA,Y,0.9337924814842752,0.7137835166035916,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,12,2009,ConLI,Normal,12.206077645517674,7,2008.6391172792357,7,2
60,RL,85.0,0.4585090586296085,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,CBlock,Gd,TA,No,ALQ,0.6478713027155328,Unf,-0.359662323183478,-0.8348358443873239,713,GasA,TA,Y,SBrkr,-0.9781759539441308,1.1450999009457223,0,0.2353104372679307,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,0.2220031775986188,RFn,2,434,TA,TA,Y,1.1074421750453556,1.426678277923252,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,2,2006,WD,Normal,12.100161978566868,31,2005.7779968224013,31,2
20,RL,70.0,0.2840745360005114,Pave,<None>,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,ALQ,0.6189439141441234,LwQ,2.7805056409502558,-0.8465289027013317,864,GasA,Gd,Y,SBrkr,-0.7764335732117388,-0.8700861079650746,0,-1.5128721557628066,0,0,1,0,2,1,TA,4,Typ,0,<None>,Detchd,0.2937008116381743,Unf,2,576,TA,TA,Y,1.1175303553642006,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2009,WD,Abnorml,11.48247656671073,38,2008.7062991883618,38,0
20,RL,103.0,0.7752907086001875,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.4764651096364432,Ex,TA,PConc,Ex,TA,Gd,GLQ,-0.4151721956459047,Unf,-0.359662323183478,2.5340330623407654,2392,GasA,Ex,Y,SBrkr,2.456767902008113,-0.8700861079650746,0,1.5733276024916378,0,0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,0.3660747501607885,Fin,3,968,TA,TA,Y,1.1595633041099689,1.1008247365361754,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2009,WD,Normal,12.864242696187503,6,2008.6339252498392,6,1
160,RM,21.0,-3.1786616883683925,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.170724249758514,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.3621045926180001,630,GasA,TA,Y,SBrkr,-1.7838227383557712,1.12611661664523,0,-0.2964953338299548,0,0,2,1,3,1,TA,6,Typ,0,<None>,Detchd,0.3039985022010464,Unf,1,280,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2009,COD,Abnorml,11.6262630788088,38,2008.696001497799,38,0
60,RL,82.0,0.1786873951888047,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.30399582187586,Gd,TA,PConc,Gd,TA,No,GLQ,0.6640853755947277,Unf,-0.359662323183478,0.3772640528592595,1203,GasA,Ex,Y,SBrkr,0.3059677361761755,1.2506234147555604,0,1.73731713940544,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,0.3246353083121397,RFn,3,721,TA,TA,Y,1.1286379093923158,1.1398058415869443,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2007,WD,Abnorml,12.577639650232571,12,2006.675364691688,12,1
160,RM,21.0,-2.984242078622522,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.14775463256192,TA,TA,CBlock,TA,TA,No,Rec,0.343818045433241,Unf,-0.359662323183478,-0.8387208582621068,483,GasA,TA,Y,SBrkr,-2.6327789666856343,1.06885578347141,0,-1.121926805039848,0,0,1,1,2,1,TA,5,Typ,0,<None>,Detchd,0.2834169232200231,Unf,1,280,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,9,2008,WD,Normal,11.571203807011967,38,2007.71658307678,38,0
20,RL,70.0,-0.1237128037376397,Pave,<None>,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,ALQ,0.9167449483138604,Unf,-0.359662323183478,-1.2749509316916898,912,GasA,TA,Y,SBrkr,-0.6041959798510146,-0.8700861079650746,0,-1.3545034245879002,0,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,0.2169077549183602,Unf,1,336,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,5,2010,WD,Normal,11.736077016252436,43,2009.7830922450817,43,0
120,RL,43.0,-2.0010604411723887,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.5982565267598481,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.7916695773545991,Unf,-0.359662323183478,1.469455674372168,1373,GasA,Ex,Y,SBrkr,1.0922395464833417,-0.8700861079650746,0,0.2411939213842276,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,0.3764691854435416,Fin,2,430,TA,TA,Y,0.9894356635281912,0.333926857125194,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2009,WD,Normal,12.167856627501678,4,2008.6235308145565,3,1
20,RL,73.0,-0.0698977765255634,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.2551275071994756,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,1.2558773855619518,1194,GasA,TA,Y,SBrkr,0.2531580113516922,-0.8700861079650746,0,-0.556273880494173,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.1408891055434843,RFn,1,312,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,2.4525194046596663,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2010,WD,Normal,11.904974309480185,51,2009.8591108944565,51,3
60,RL,174.0,1.0067960697843694,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3930676921850498,Gd,TA,PConc,Gd,TA,No,GLQ,0.7868236706296671,Unf,-0.359662323183478,0.6193346315841292,1462,GasA,Ex,Y,SBrkr,0.9567171025179622,1.2503482346224457,0,2.063783287438153,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,0.3246353083121397,Fin,3,810,TA,TA,Y,-0.9490260588204544,1.2574577348805502,2.454177427969906,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,12.90669432231532,14,2008.675364691688,13,1
160,RM,21.0,-3.1786616883683925,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.3080640870525044,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.0629846620906821,483,GasA,TA,Y,SBrkr,-2.6327789666856343,1.06885578347141,0,-1.121926805039848,0,0,1,1,2,1,TA,5,Typ,1,Po,Attchd,0.2067272344170699,Unf,1,288,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2006,WD,Normal,11.456365695436428,34,2005.793272765583,34,0
20,RL,75.0,0.3118973675881735,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,<None>,-0.8171343254785851,TA,TA,CBlock,TA,Gd,Av,LwQ,0.0621394461894046,ALQ,2.7815264980990224,-2.06340698001269,894,GasA,TA,Y,SBrkr,-0.6676916533837682,-0.8700861079650746,0,-1.4129632107014318,1,0,1,0,3,1,TA,5,Typ,0,<None>,Attchd,0.2271020426758095,Unf,1,308,TA,TA,Y,1.274827708555147,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,2,2010,WD,Normal,11.761354623750297,34,2009.7728979573242,34,0
60,RL,0.0,-0.2826756965171948,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,No,GLQ,0.7258116822356817,Unf,-0.359662323183478,-0.5822905127724238,860,GasA,Ex,Y,SBrkr,-0.7912189132233169,1.2194633048999248,0,0.9521992112806766,1,0,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,0.3608827207642794,Fin,2,440,TA,TA,Y,1.2045657677939603,0.7335278724026761,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2010,WD,Normal,12.28535044535166,8,2009.6391172792357,8,2
160,RM,21.0,-3.1786616883683925,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.4189584163341031,TA,TA,CBlock,TA,TA,No,ALQ,0.4023803379831401,Unf,-0.359662323183478,-0.9925179822183444,483,GasA,TA,Y,SBrkr,-2.6327789666856343,1.06885578347141,0,-1.121926805039848,0,0,1,1,2,1,TA,5,Typ,0,<None>,Detchd,0.201642135429757,Unf,1,264,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2008,WD,Normal,11.402005077384883,37,2007.7983578645703,37,0
