MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Age,Garage_Age,RemodAge,TotalSF,TotalBath,TotalPorchSF,logSP,Decade,HasPool,Has2ndFlr,HasGarage,HasBsmt,HasFireplace,IsNormalCondition,ExterQual_Score,ExterCond_Score,BsmtQual_Score,BsmtCond_Score,HeatingQC_Score,KitchenQual_Score,FireplaceQu_Score,GarageQual_Score,GarageCond_Score,Qual_x_TotalSF,Kitchen_x_TotalSF,Cond_x_Age,TotalSF_to_Neighborhood_Ratio,OverallQual_to_Neighborhood_Ratio,Age_vs_Neighborhood_Avg,TotalSF_to_MSSubClass_Ratio,LotArea_to_MSZoning_Ratio,TotalSF_to_OverallQual_Ratio,TotalSF_to_Decade_Ratio,KMeansCluster,TotalSF_squared,OverallQual_squared,GrLivArea_squared,GarageArea_squared,Age_squared,LotArea_squared,TotalBath_squared,LotArea_to_TotalSF_Ratio,GarageArea_to_TotalSF_Ratio,Porch_to_TotalSF_Ratio,Living_to_Total_Ratio,Bsmt_to_Total_Ratio,Rooms_per_SF,Bedrooms_per_SF,Bath_per_SF,YearsSince2006,MarketCycle,Quarter,PeakSeason,EndOfYear,AvgQuality,MaxQuality,MinQuality,QualityRange,ExcellentFeatures,PoorFeatures,Cluster_Size_k6,Cluster_Size_k8,Cluster_Quality_k6,Cluster_Quality_k8,Cluster_Efficiency_k4,Cluster_Efficiency_k6,Cluster_Age_Quality_k4,Cluster_Age_Quality_k6,Cluster_Luxury_k3,Cluster_Luxury_k5,Cluster_Comprehensive_k8,Cluster_Comprehensive_k10,Qual_x_LotArea,Qual_x_GarageArea,Qual_x_Bath,Qual_x_GrLivArea,Qual_x_BsmtSF,Age_x_Quality,Age_x_Size,Living_x_Bath,Rooms_x_Qual,Rooms_x_KitchenQual,GarageArea_x_Qual,GarageCars_x_Qual,BsmtSF_x_Qual,BsmtSF_x_OverallQual,YearBuilt_x_Qual,YearRemod_x_Qual,Bath_x_Qual,Bath_x_KitchenQual,AvgQual_x_Size,AvgQual_x_Age,Qual_Age_Interaction,RemodAge_FromBuild,Is_Remodeled,OverallQual_Squared
30,RL,67.0,9.08000387024818,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,-0.8171343255986645,CBlock,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.6582798000646657,796,GasA,Y,FuseA,-1.0376866288036883,-0.8700861080477102,0,-1.7518316317799545,0,0,1,0,2,1,4,Typ,0,<None>,-4.092378378701407,<None>,0,0,P,1.243290378351852,-1.0703598832348913,2.4536542641597068,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,5,2008,WD,Normal,98,2.40111225717716,58,-1.3536148200876024,1.0,1.484746644735374,11.350418300109132,1910,0,0,0,1,0,0,3,3,2,3,4,3,0,0,0,-6.768074100438012,-4.060844460262807,686,2.209807855856492,1.0040983606557377,44.0,1.054550786684554,0.9858381910602226,2.525961599890287,6.888077339104613,Cluster_2,1.8322730811607921,25,3.068914066104818,0,9604,82.44647028372194,1.0,-25.67766777421477,-0.0,-4.198768152215883,4.954067341821156,-2251.0368762338744,-5.320340127922041,-2.6601700639610204,-2.827935774163159,2,2,2,1,0,2.727272727272727,7,0,7,3,4,0,0,2,5,0,0,0,1,2,2,7,6,45.4000193512409,0,5.0,-8.759158158899773,3980,490,-132.65425236858502,-1.7518316317799545,20,12,0,0,1592,3980,9550,9750,5.0,3.0,-3.691676782057097,267.27272727272725,490,40,1,25
120,RL,53.0,8.289790583181643,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,PConc,Av,GLQ,1.1335485732418462,Unf,-0.3596623231834907,-0.2117393520423141,1520,GasA,Y,SBrkr,1.1166340676172513,-0.8700861080477102,0,0.2646227965026678,1,0,2,0,1,1,7,Typ,1,Attchd,0.3816715965875489,Fin,3,648,Y,1.2284449393365084,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2006,New,Partial,0,-2.098627813410125,0,0.7447456223539023,3.0,0.8854558268749972,12.485830907348902,2000,0,0,1,1,1,1,4,3,4,4,5,5,4,3,3,5.957964978831218,3.7237281117695114,0,1.6030802945315354,1.1147540983606556,-2.0,2.6183165057254016,0.9000428050003118,0.7586806447764649,1.333756035240423,Cluster_3,0.5546460420153012,64,0.07002522442889232,419904,0,68.72062791300705,9.0,4.751288942623954,371.40084588706907,0.5074985232978521,0.15166841120693295,871.1871693647299,5.5352473633708,0.7907496233386858,1.7194483605882827,0,0,4,0,0,4.363636363636363,8,3,5,8,0,4,1,5,4,0,0,2,5,0,0,4,5,66.31832466545315,5184,24.0,2.1169823720213423,12160,0,0.0,0.7938683895080034,56,35,1944,24,6080,12160,16048,16048,24.0,15.0,3.2497990793624827,0.0,0,0,0,64
120,RL,62.0,9.447623486844112,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.3825854828936852,PConc,Gd,GLQ,1.1722852326583046,Unf,-0.3596623231834907,-0.3876752666436867,1518,GasA,Y,SBrkr,1.0158118501594446,-0.8700861080477102,0,0.1678815284700411,0,0,1,1,1,1,6,Typ,1,Attchd,0.3660747537855683,RFn,2,588,Y,1.0698726010379522,1.2374635005099737,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2008,WD,Normal,5,-0.7943788446665072,4,0.6856558043511907,1.5,0.9345827967838888,12.520887034998584,2000,0,0,1,1,1,1,5,3,5,3,5,5,4,3,3,5.485246434809525,3.4282790217559533,25,0.5872945973483203,0.9685534591194968,4.0,2.4105732962953113,1.0257515504598458,0.6984851902797644,1.2279327863124505,Cluster_3,0.4701238820404783,64,0.02818420760143722,345744,25,89.25758954916849,2.25,5.60471684815899,348.8256608983833,0.5544327580823121,0.09959419238298102,900.5397164009283,5.137507404419844,0.8562512340699739,0.8898613798428145,2,2,2,1,0,4.454545454545454,8,3,5,7,0,4,1,5,4,0,0,2,5,0,4,4,1,75.5809878947529,4704,12.0,1.3430522277603287,12144,40,3.4282790217559533,0.2518222927050616,48,30,1764,16,7590,12144,16024,16032,12.0,7.5,3.0542849466553035,22.27272727272727,40,1,1,64
60,FV,0.0,8.860924729719041,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,PConc,No,GLQ,0.8306554140148981,Unf,-0.3596623231834907,-0.3350964292909208,1057,GasA,Y,SBrkr,-0.1344731887794582,1.1761964841653938,0,0.9028573517188696,1,0,2,1,3,1,7,Typ,1,Attchd,0.3556941527349352,Fin,2,650,Y,-0.94902605868455,1.4852618387858054,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2007,WD,Normal,6,-0.6902261344556181,6,0.6271012952320123,3.5,0.5668162769722871,12.328294703023394,2000,0,1,1,1,1,1,4,3,4,3,5,4,3,3,3,4.389709066624086,2.508405180928049,30,1.7733506317918624,0.954041204437401,5.0,1.4819391861380746,0.9930664194729819,1.6710846996196207,1.123068215666968,Cluster_1,0.39325603448166746,49,0.8151513975528106,422500,36,78.51598706574647,12.25,5.445834721959053,399.48342608092815,0.3483595512051162,0.5548869971184732,649.621509796217,3.678678274898973,1.5765764035281313,2.1510646019742286,1,1,2,1,0,4.0,7,3,4,6,0,1,7,1,1,0,0,2,0,0,0,4,1,62.02647310803329,4550,24.5,6.320001462032087,7399,42,3.762607771392074,3.1600007310160434,49,28,1950,14,4228,7399,14007,14007,24.5,14.0,2.508405180928049,24.0,42,0,0,49
80,RL,75.0,9.536834420213353,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,-0.8171343255986645,CBlock,Gd,GLQ,1.2798030328251049,Unf,-0.3596623231834907,0.1881377466422663,1952,GasA,Y,SBrkr,1.8901757911949264,1.1351810795337771,0,1.9599662547909509,1,0,2,1,4,1,9,Typ,3,Attchd,0.2067272332463563,Fin,2,538,Y,1.1840893221021578,1.1271578601845929,-0.4079206211050907,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,7,2009,WD,Normal,37,0.3762714514479974,14,2.3192965139094475,3.5,1.130783184531513,12.75130259456002,1970,0,1,1,1,1,1,4,3,4,3,4,5,3,3,3,18.55437211127558,11.596482569547238,259,-8.722464488963341,1.4925373134328357,-11.0,-5.728122840945276,1.0354373993242607,2.3626931421752815,-4.890339587165574,Cluster_3,5.379136319432516,64,3.8414677199192666,289444,1369,90.95121075856616,12.25,2.8731492893899153,162.08253699105262,0.34066953036373465,0.5904763996159278,588.0764167407708,3.0405752043398313,1.3513667574843695,1.0544402964101935,3,3,3,1,0,4.2727272727272725,8,3,5,6,0,2,5,0,7,0,0,1,3,0,0,0,8,76.29467536170682,4304,28.0,15.679730038327607,15616,296,85.81397101464955,6.859881891768328,72,45,1614,16,7808,15616,15776,15960,28.0,17.5,9.909721468522184,158.0909090909091,296,23,1,64
60,RL,80.0,9.286745703178587,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,1.2870794694644796,CBlock,No,Rec,0.5829757902067882,BLQ,2.7810959668861184,-2.063406981601136,780,GasA,Y,SBrkr,-1.102421795451164,1.169111541763954,0,0.366144321503097,0,0,2,1,4,1,7,Min1,0,Attchd,0.1914822554443777,Fin,2,462,Y,1.1059714077808116,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,4,2007,WD,Normal,38,0.3916049433404852,38,-0.1117932083605219,2.5,0.4409570052345301,11.93164237875414,1960,0,1,1,1,0,0,3,3,3,3,5,3,0,3,3,-0.5589660418026094,-0.3353796250815657,190,-0.27956544483919005,0.79004329004329,6.0,-0.2641849689566689,1.0082846566680634,0.20861573562628166,0.46966046583401455,Cluster_1,0.012497721435539063,25,0.13406166416896326,213444,1444,86.24364575550595,6.25,10.455612128383796,520.1491413359122,0.49645759229176656,0.4122286892529352,878.1738749827089,5.12390959711948,2.9279483412111316,2.8146598557138103,1,1,2,1,0,3.272727272727273,5,0,5,3,1,1,7,4,3,0,0,3,2,1,1,1,4,46.43372851589294,2310,12.5,1.830721607515485,3900,190,-4.248141917699832,0.9153608037577425,35,21,1386,10,2340,3900,9845,9845,12.5,7.5,-0.3658686819071626,124.36363636363637,190,0,0,25
20,FV,85.0,9.125653563808989,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,1.1970631314496274,PConc,Mn,GLQ,1.112925927680038,Unf,-0.3596623231834907,0.3904464047138369,1766,GasA,Y,SBrkr,1.4958442615371286,-0.8700861080477102,0,0.630616044171624,1,0,2,1,2,1,7,Typ,1,Attchd,0.3972995827082968,Fin,3,478,Y,1.086128935226352,1.2021920291880743,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2009,New,Partial,0,-2.098627813410125,0,1.2355144798769424,3.5,0.9345827967838888,12.823631142839984,2000,0,0,1,1,1,1,5,3,5,3,5,5,4,3,3,11.119630318892481,6.177572399384712,0,3.493854023483005,1.2266244057052298,-1.0,68.746820973648,1.0227352546589115,0.8863260303239548,2.2126681174095384,Cluster_3,1.5264960299855914,81,0.3976765951666676,228484,0,83.2775529666597,12.25,4.082126797188684,213.8210261229497,0.41806161632884364,0.2820898946744184,789.9747534165882,4.2928560803877645,1.2265303086822186,1.565635128515322,3,3,4,0,0,4.545454545454546,9,3,6,7,0,4,1,5,4,0,0,2,5,0,0,4,1,82.13088207428089,4302,31.5,5.675544397544616,15894,0,0.0,2.2071561546006837,63,35,1434,27,8830,15894,18081,18081,31.5,17.5,5.615974908531557,0.0,0,0,0,81
20,RL,0.0,9.262078567380597,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,-0.8171343255986645,CBlock,No,ALQ,0.2761880707069629,LwQ,2.768106675553264,0.4258506795445617,981,GasA,Y,SBrkr,-0.3719587006185731,-0.8700861080477102,0,-1.1399174576086166,1,0,1,1,3,1,5,Typ,0,Detchd,0.2424192980026228,Unf,2,576,Y,-0.94902605868455,1.6217305271834526,2.440913154362379,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2007,WD,Normal,36,0.2149132084400027,36,-0.744125144595289,2.5,1.033110746225049,11.872353615355411,1970,0,0,1,1,0,1,3,3,3,3,3,3,0,3,3,-4.464750867571734,-2.232375433785867,180,2.7985232203606603,1.1194029850746268,-12.0,-41.404806605404936,1.0056064855041271,6.656264325070267,1.5690208779237302,Cluster_1,0.5537222308189598,36,1.2994118101608922,331776,1296,85.78609938833101,6.25,36.1976895022803,2251.100441616097,4.037562599072125,-4.454980368452528,3833.905439627416,-35.73535486891296,-21.441212921347773,9.77040122229209,1,1,1,1,0,3.1818181818181817,6,0,6,2,1,5,4,4,3,0,0,3,2,1,1,1,4,55.572471404283576,3456,15.0,-6.8395047456517,5886,216,-26.788505205430404,-2.8497936440215414,30,15,1728,12,2943,5886,11826,11826,15.0,7.5,-2.367670914621374,114.54545454545453,216,0,0,36
20,RL,60.0,8.881975184248867,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,CBlock,<None>,<None>,-1.3528794921740803,<None>,-0.3596623231834907,-2.063406981601136,0,GasA,Y,SBrkr,-0.1616828098859591,-0.8700861080477102,0,-0.9445790509225732,0,0,1,0,3,1,7,Min1,0,Detchd,0.0956488069197386,Unf,2,420,Y,-0.94902605868455,0.4691685823293793,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2008,WD,Normal,58,0.6319469307912653,58,-2.444760713944143,1.0,-0.9279140318935362,11.495789479023491,1950,0,0,1,0,0,1,3,3,0,0,4,3,0,3,3,-12.223803569720715,-7.334282141832428,290,9.194313182252737,0.9328358208955223,10.0,-136.03201731934834,0.9643377330897945,4.56213362376131,6.171165901207335,Cluster_2,5.976854948444676,25,0.8922295834417892,176400,3364,78.8894831736127,1.0,-6.147713665331753,-290.70557909442016,0.642261395217735,0.653796190473582,-0.0,126.30602897508179,54.131155275035056,-0.6921561407010004,2,2,3,1,0,2.6363636363636362,5,0,5,3,3,0,0,3,3,0,0,3,4,1,1,5,7,44.409875921244335,2100,5.0,-4.722895254612866,0,290,-141.79612140876029,-0.9445790509225732,35,21,1260,10,0,0,9750,9750,5.0,3.0,-6.44527824585274,152.9090909090909,290,0,0,25
20,RL,85.0,9.254644297532709,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,1.251764910487587,CBlock,Mn,Rec,0.5912462850874578,Unf,-0.3596623231834907,0.2925945845912414,1094,GasA,Y,SBrkr,-0.0250094420476145,-0.8700861080477102,0,-0.8170795222758992,0,0,1,0,3,1,5,Typ,2,Attchd,0.1106980343865401,RFn,2,495,Y,-0.94902605868455,-1.0703598832348913,-0.4079206211050907,0,3.401338702263331,0,<None>,<None>,<None>,0,6,2008,WD,Normal,55,0.6020631857270967,55,-0.4076502601922807,1.0,0.787549463546514,11.951186847493476,1950,0,0,1,1,1,1,3,3,3,3,5,3,4,3,3,-2.445901561153684,-1.222950780576842,275,0.6654985850085074,1.2049180327868851,1.0,-22.68258277320312,1.0047993286743035,3.646467134905454,1.0290076124703211,Cluster_0,0.16617873463483412,36,0.6676189457226116,245025,3025,85.64844107385468,1.0,15.62361502941966,835.6549631653089,1.3295345817188302,-1.3793869860416055,1846.8818781875716,27.334282428135282,16.40056945688117,1.688191844778402,2,2,2,1,0,3.727272727272727,6,3,3,4,0,5,4,3,3,0,0,3,4,0,4,5,7,55.527865785196255,2970,6.0,-4.902477133655395,6564,330,-22.420764310575436,-0.8170795222758992,30,15,1485,12,3282,6564,11718,11718,6.0,3.0,-1.5194236970803188,205.0,330,0,0,36
60,RL,70.0,8.94910546953925,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.3359088392667238,CBlock,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.5901538941308071,756,GasA,Y,SBrkr,-0.1525868838325227,1.1569232877506126,0,0.755311012512303,0,0,1,1,4,1,7,Typ,1,Attchd,0.1762682277159962,Unf,2,442,Y,-0.94902605868455,1.1797279762959358,2.4543156074137,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2010,WD,Normal,44,0.4755391685763003,44,0.1458301495105886,1.5,0.9898791830049344,11.951186847493476,1960,0,1,1,1,1,0,3,3,3,3,3,3,3,3,3,0.8749808970635315,0.4374904485317658,220,-0.5484414316573178,1.1194029850746268,-4.0,0.3446196248090341,0.9716262320774296,-1.3044634074755326,-0.6126548916183846,Cluster_0,0.021266432506280623,36,0.5704947256223604,195364,1936,80.08648870493731,2.25,7.8101501111326375,385.74652638420173,0.8638969601452148,0.6591823516207131,659.7836514625712,3.9878972729631506,2.2787984416932288,1.3090945465527206,4,0,2,1,0,3.4545454545454546,6,3,3,2,0,1,7,4,3,0,0,3,2,0,4,2,3,53.6946328172355,2652,9.0,4.531866075073818,4536,264,6.4165265784658985,1.1329665187684546,42,21,1326,12,2268,4536,11796,11796,9.0,4.5,0.5037768801274879,152.0,264,0,0,36
180,RM,21.0,7.5688956634069955,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,-0.8171343255986645,CBlock,Av,BLQ,-0.0847258540098063,GLQ,2.7814227132685936,-2.063406981601136,630,GasA,Y,SBrkr,-1.7838227295425153,-0.8700861080477102,0,-2.426041150256807,1,0,1,0,1,1,3,Typ,0,<None>,-4.092378378701407,<None>,0,0,Y,-0.94902605868455,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,12,2007,WD,Normal,37,2.4008944650703024,37,-1.983970602779039,2.0,-1.7028482440615262,11.344518647594766,1970,0,0,0,1,0,1,3,3,4,3,4,3,0,0,0,-7.935882411116156,-5.951911808337117,222,1.5582721907369075,0.8947368421052632,1.0,1.0,0.8700198679167837,2.0048330914981527,4.1832900279700445,Cluster_2,3.936139352691423,16,5.885675662739372,0,1369,57.28818156354122,4.0,-7.692196943719742,-0.0,1.7305885351169572,2.4655626330755336,-640.2630304408324,-2.1037261087870767,-0.7012420362623589,-2.0325810490185154,1,1,4,0,1,2.727272727272727,6,0,6,4,3,0,0,4,6,0,0,0,2,2,2,6,9,30.275582653627982,0,8.0,-9.704164601027228,2520,148,-73.40691230282444,-4.852082300513614,12,9,0,0,2520,2520,7880,7880,8.0,6.0,-5.410828916670106,100.9090909090909,148,0,0,16
60,FV,65.0,9.002824076547672,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,<None>,-0.8171343255986645,PConc,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.6866845349212524,813,GasA,Y,SBrkr,-0.9352347039820588,1.1697885802985275,0,0.4499458109461954,0,0,2,1,3,1,7,Typ,0,Attchd,0.3868774641567882,RFn,2,562,Y,-0.94902605868455,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2008,WD,Normal,1,-1.5729704126478672,1,-0.0071837412385469,2.5,-1.7028482440615262,12.235393555399902,2000,0,1,1,1,0,1,4,3,4,3,5,4,0,3,3,-0.0502861886698283,-0.0287349649541876,6,-0.020314568253751046,0.954041204437401,0.0,-0.016976312639475577,1.0089694409497405,-0.01914306374589898,-0.012865276337219459,Cluster_1,5.160613818239935e-05,49,0.2024512327880294,315844,1,81.05084135326643,6.25,9.067965997836067,566.0664750807969,-1.7151695784936523,0.4532014932022837,818.8826409976651,4.827766629038357,2.0690428410164388,2.51808930196084,2,2,2,1,0,3.8181818181818183,7,0,7,6,1,1,7,1,1,0,0,2,0,1,1,4,1,63.019768535833705,3934,17.5,3.1496206766233676,5691,7,-0.0071837412385469,1.1248645273654885,49,28,1686,14,3252,5691,14049,14049,17.5,10.0,-0.02742883018354271,3.8181818181818183,7,0,0,49
70,RL,60.0,9.114379980830272,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,CBlock,Mn,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.5884266331421374,755,GasA,Y,SBrkr,-1.2062954669305903,1.1487082298526643,0,0.1518119223644626,1,0,1,0,4,1,7,Typ,1,Detchd,0.04570743098421,Unf,1,296,P,0.9337924802519236,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,10,2009,WD,Normal,69,0.7290208109877451,59,-0.298143454348042,2.0,-0.0519113699731761,11.58989576532275,1940,0,1,1,1,1,0,3,3,3,3,3,3,4,2,1,-1.192573817392168,-0.894430363044126,345,0.48672616302166094,0.8032786885245902,15.0,3.4544336384930734,0.9895704893231096,0.3012785887317375,0.42709561695349935,Cluster_2,0.08888951937058301,16,0.023046859771993614,87616,4761,83.07192243495962,4.0,12.986100987864805,421.738604325538,-0.07396293486862814,0.21630050087150465,1075.718399546558,6.077381093286706,3.472789196163832,2.849585164361743,3,3,4,0,0,3.090909090909091,5,1,4,3,2,5,3,3,0,0,0,3,4,0,4,2,0,36.45751992332109,1184,8.0,0.6072476894578503,3020,276,-20.571898350014898,0.3036238447289252,28,21,592,4,2265,3020,7760,7800,8.0,6.0,-0.9215343134394026,213.27272727272728,276,10,1,16
60,RL,70.0,9.076923258535832,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,PConc,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.7956832244896128,880,GasA,Y,SBrkr,-0.6146905074417122,1.1614791078884807,0,0.5424116454771515,0,0,2,1,2,1,7,Typ,1,Attchd,0.3298031459422181,RFn,2,512,Y,-0.94902605868455,1.164151720816872,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,13,-0.2366462403899511,13,0.1471186339408981,2.5,-0.0519113699731761,12.160033942617156,1990,0,1,1,1,1,1,4,3,4,3,5,4,3,3,3,1.0298304375862868,0.5884745357635924,65,0.6864484095755329,1.0542168674698795,7.0,0.3476645165713737,0.985503721524608,0.392038256142681,0.3407778363202414,Cluster_1,0.021643892452635975,49,0.2942103931492311,262144,169,82.39053584134874,6.25,7.9128025558719095,446.33570133983136,-0.04525370649314261,0.47284703554479757,767.1394866778351,4.5383474771642565,1.296670707761216,2.179373541698395,3,3,3,1,0,4.0,7,3,4,6,0,1,7,1,1,0,0,2,0,0,0,4,1,63.538462809750825,3584,17.5,3.7968815183400606,6160,91,1.9125422412316755,1.3560291136928786,49,28,1536,14,3520,6160,13972,13972,17.5,10.0,0.5884745357635924,52.0,91,0,0,49
50,RM,60.0,9.241935933565934,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,CBlock,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.5901538941308071,756,GasA,Y,SBrkr,-1.202074474705863,1.1376469698517084,0,0.0681917063959638,0,0,1,0,3,1,7,Typ,0,Detchd,-0.1215372216789075,Unf,1,216,Y,0.6899096205862878,-1.0703598832348913,2.454501061887776,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,6,2008,WD,Normal,102,0.943757508715356,13,-0.3547258780445505,1.0,0.8233422471297948,11.81303746480054,1900,0,1,1,1,0,1,3,3,3,3,5,3,0,3,3,-2.128355268267303,-1.0641776341336515,714,0.42349811756042344,1.2613636363636362,18.0,1.089277312600256,1.0623303897674625,3.173053920239905,1.0121733702634377,Cluster_2,0.12583044855447734,36,0.0046501088211933295,46656,10404,85.41337980013722,1.0,14.322495849607323,334.74145739089926,1.27595733210984,0.10567866287480197,1171.5951008681475,6.553130826691887,2.8084846400108088,1.5497289694023113,2,2,2,1,0,3.5454545454545454,7,0,7,3,1,5,3,0,2,0,0,1,3,1,1,2,3,55.4516156013956,1296,6.0,0.4091502383757828,4536,612,-36.182039560544155,0.0681917063959638,42,21,648,6,2268,4536,11436,11970,6.0,3.0,-1.2576644767034064,361.6363636363636,612,89,1,36
