Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
706,14590901,"z n l","2025-12-19 11:11:23",0.12242,9,lnz1234
707,12369983,Ayomide2000,"2025-11-19 08:09:57",0.12243,10,ayomide2000
708,14451102,Gruoseven,"2025-10-27 12:10:01",0.12243,4,gruoseven
709,14790391,"Deepti Prasad","2025-11-19 12:41:03",0.12244,3,deeptiprasadddd
710,14693116,"Mai Thanh Duy","2025-11-10 13:32:26",0.12245,10,maithanhduy
711,13776487,"Taishi Yakabe","2025-11-09 08:23:54",0.12246,5,taishiyakabe
712,14554949,"Angel LT","2025-10-23 13:57:02",0.12246,2,angellt
713,14860876,wushaoshan,"2025-11-30 06:32:00",0.12247,4,wushaoshan
714,14896734,Junnykk,"2025-12-04 15:40:36",0.12247,1,junnykk
715,14892708,ChenYansongEvan,"2025-12-04 07:15:55",0.12247,2,chenyansongevan
716,14687339,wriothesleyy,"2025-11-08 15:12:45",0.12247,1,wriothesleyy
717,14663949,OSU-25-11092,"2025-11-17 23:07:06",0.12248,21,coffmaca
718,14648619,"Wang Yuda","2025-11-12 13:44:24",0.12248,7,respectmourinho
719,14647015,wzs2023311701,"2025-11-02 09:11:33",0.12251,1,wzs2023311701
720,14395805,"Priscila Montgomery","2025-11-26 05:13:04",0.12251,83,"priscilamontgomery,virginiabohorquez"
721,14361973,usc20234080310,"2025-12-19 09:14:09",0.12251,23,usc20234080310
722,14745583,phantom2059,"2025-11-15 12:44:53",0.12253,2,phantom2059
723,14876057,杨娜杨娜,"2025-12-19 13:48:49",0.12253,13,yangna777
724,14739527,"Aleksei Makarov2","2025-11-16 03:55:41",0.12254,5,alekseimakarov2
725,14521211,"Phan Đức Nhân SGU","2025-11-11 15:22:40",0.12254,20,phancnhnsgu
726,14610457,"Anatoliy D","2025-12-02 19:16:48",0.12256,1,anatoliy178
727,14438814,kuroninarakmak,"2025-11-26 16:53:05",0.12257,1,kuroninarakmak
728,14913084,"Herath Mudiyanselage Kalana Lakshan","2025-12-09 00:50:01",0.12257,14,kalanalakshan
729,14771229,AlexD,"2025-11-20 13:22:39",0.12259,2,alexdmel
730,14820559,ShaoTianHuang,"2025-11-23 13:47:28",0.12260,3,shaotianhuang
731,14808190,BestWishes5749,"2025-11-25 09:25:07",0.12260,20,"blackmagestaysstill,liujiayi20246052,wangshuhan20246187,yhm5979"
732,14514540,Kateyki,"2025-11-17 05:27:39",0.12260,16,"chayadamuangboonsri,nannichaphraemetta,nudhanasarutipaisan,poiure,prechayajerry"
733,14725844,halohalohaha,"2025-11-14 05:45:24",0.12260,12,halohalohaha
734,14725491,Emptyyyyyyyy,"2025-11-14 05:46:29",0.12260,12,emptyyyyyyyy
735,14780739,"Chaosai Li","2025-11-27 08:07:56",0.12260,2,chaosaili
736,14979008,hm6666666666666,"2025-12-17 11:14:21",0.12262,10,hm6666666666666
737,14860697,"David Muñoz #2","2025-11-30 13:27:52",0.12262,12,davidmuozsan
738,13589494,"Jasper Juusela","2025-11-11 16:58:20",0.12264,1,jasperjuusela
739,14730513,"[Deleted] 56cf45ea-6e52-4cb8-a5fd-12bf0de7303e","2025-11-19 05:05:45",0.12264,2,del=0ba3f00e6fe07ef9
740,14948729,ManechHalalHacker,"2025-12-11 09:48:07",0.12265,9,manechhalalhacker
741,14947239,Takumi_Endoh_123,"2025-12-11 04:14:56",0.12266,4,takumiendoh123
742,14696741,yuzhihan,"2025-11-12 11:47:38",0.12266,1,tiaoyao
743,14383600,"максим романов","2025-11-17 16:46:06",0.12266,9,bybabyh
744,14972742,"Anuj Saha","2025-12-16 06:58:39",0.12267,3,anujsaha0123456789
745,14923775,labiito,"2025-12-09 12:29:25",0.12267,1,labiito
746,11202799,asiasupernoob,"2025-11-06 10:11:16",0.12267,1,asiasupernoob
747,13403308,"Luoshu Lee","2025-12-09 08:47:42",0.12269,25,luoshulee
748,14807015,"Xing Wen Sterling","2025-11-23 15:01:10",0.12269,1,xingwensterling
749,14362077,USC20234080306,"2025-12-11 03:14:41",0.12271,15,hildasa
750,14734376,"Maniraman Periyasamy","2025-11-14 14:18:23",0.12272,1,mapterraquantum
751,14848580,"Rudrapratap Singh Ujjwal","2025-11-27 12:07:27",0.12273,2,rudrapratap001
752,14757131,wsl_learning,"2025-12-01 02:05:24",0.12273,5,wsllearning
753,14522826,CaoXinYin,"2025-11-06 14:37:06",0.12273,7,caoxinyin
754,14838566,"Ryms #2","2025-11-26 01:50:35",0.12274,2,rymsgood
755,14820811,yanyLong,"2025-11-29 13:04:27",0.12276,3,yanylong
756,14699474,HE-JINGCHEN050101,"2025-11-11 09:49:18",0.12277,1,hejingchen050101
757,14479099,"Raja T","2025-11-14 15:57:47",0.12277,23,rajathiagaraj
758,8120505,"Elaine #5","2025-11-06 16:12:24",0.12277,1,elainepi
759,14411783,"Nikita Legachev","2025-12-08 16:47:49",0.12277,5,nikitalegachev
760,13104083,"Mr. Chen 66","2025-11-21 13:28:01",0.12279,10,mrchen66
761,14395802,MichaelLee4366,"2025-11-25 05:38:32",0.12279,45,xinyanglee4366
762,14711939,huyu123123,"2025-12-19 09:49:54",0.12280,19,huyu123123
763,14674816,"Alex Marcu","2025-11-13 09:58:58",0.12281,14,amarcu
764,14679306,"haoran huang","2025-11-11 06:01:24",0.12283,6,editor104
765,14885153,"Ethan Prevuznak","2025-12-04 21:54:41",0.12283,2,ethanprevuznak
766,9971908,"Avi Gershon","2025-12-15 12:48:43",0.12284,9,gershonavi
767,14558374,SAMS_stor_amar_nper,"2025-10-23 14:33:59",0.12285,5,samsstoramarnper
768,14847085,MitaaaRz,"2025-11-28 11:02:57",0.12285,16,mitaaarz
769,14860179,"V Nithin Kumar #2","2025-11-29 18:39:59",0.12285,7,vnithinkumarv
770,14847095,"V Nithin Kumar","2025-11-30 06:02:18",0.12285,18,vnithinkumar
771,14919797,"Akarapong Thammawong","2025-12-18 12:51:27",0.12286,2,akarapongthammawong
772,14841756,"Julia Gruzdeva","2025-11-26 10:45:44",0.12286,1,juliagruzdeva
773,14961990,zzzddd2025,"2025-12-13 15:09:26",0.12286,1,zzzddd2025
774,14798374,HearTKing,"2025-11-28 09:47:33",0.12287,18,heartking
775,14608600,zmmm_Emily,"2025-11-10 13:47:26",0.12288,6,zmmmemily
776,14673888,ffrryy,"2025-11-18 02:29:44",0.12288,1,ffrryy
777,14728221,"julul pelz","2025-11-16 14:06:48",0.12289,3,jululpelz
778,14959425,"Mikhail Ustenko","2025-12-13 19:56:31",0.12290,9,mikhailustenko
779,14711636,chenxiaobei,"2025-11-12 01:14:21",0.12291,6,chenxiaobei
780,14940824,Zethal,"2025-12-10 05:37:59",0.12292,10,zethal
781,14496790,"Hiroaki Sakata","2025-11-02 07:16:52",0.12292,66,hiroakisakata
782,14881328,USC20252010110733,"2025-12-16 09:14:58",0.12292,9,usc20252010110733
783,14922314,"Dario MELLE","2025-12-08 14:59:54",0.12292,5,dariomelle
784,14948852,Wentony,"2025-12-12 02:01:47",0.12292,1,wentony
785,14854999,"Jiankai Yuan","2025-11-28 10:53:35",0.12292,1,jiankaiyuan
786,14683858,OSU-25-80885,"2025-11-08 01:11:44",0.12293,6,phattranosu
787,14690338,Phaedrus1,"2025-11-09 07:59:13",0.12294,1,phaedrus1
788,14579815,kkkk555,"2025-12-17 13:26:39",0.12294,7,kkkk555
789,14781566,USC20234080421,"2025-12-11 00:54:21",0.12294,4,missen
790,14228331,"Thin Nwe Soe","2025-11-16 09:48:03",0.12295,3,thinnwesoe
791,14631015,malin12,"2025-11-06 12:38:11",0.12297,1,malin12
792,14610200,"Junaid Ahmad Noor","2025-11-22 09:42:19",0.12297,1,junaidahmad22
793,14592278," PonchyHuang","2025-10-24 14:22:59",0.12298,7,ponchyhuang
794,13788252,二月初八的猴子,"2025-10-28 02:20:46",0.12298,1,zhanghao257
795,14975928,猿山椋平,"2025-12-16 04:43:08",0.12299,1,wosaru
796,14975927,"Saito Ayano","2025-12-16 04:46:24",0.12299,1,saitoayano
797,14978324,"Aurora #5","2025-12-16 15:29:04",0.12299,3,mengxin1
798,14714525,"zachary ","2025-12-18 14:59:06",0.12300,3,zacharychiu6
799,9212937,"Abhinav Anand22","2025-12-18 11:05:57",0.12300,9,abhinavanand22
800,14803994,"Fasil Rahman","2025-11-21 14:04:56",0.12301,1,fasilrahman14feb
801,14588444,"David Hsi","2025-11-18 20:41:02",0.12301,3,davidhsi
802,9886212,"Karim Elbana","2025-12-16 15:09:20",0.12301,2,karimelbana
803,14793641,"Yuval Levental","2025-11-19 21:34:25",0.12302,1,yuvallevental
804,3404178,"Rahul Bana","2025-12-16 02:34:38",0.12303,2,rahulbana
805,14614217,misasan,"2025-11-04 07:18:34",0.12303,8,misasandao
806,14786228,"Ahmed Sayed #3","2025-11-20 16:17:54",0.12303,1,ahmedsayed0007
807,14731913,Klasikçiler_ECONSBF25,"2025-12-12 11:07:52",0.12303,18,"dilekypc,evvalsevin,iremergen,safakmalko"
808,14834336,"LAKSHMI SOUNDARYA","2025-11-25 13:21:32",0.12303,7,lakshmi012345
809,14747569,RUIMINHUANG11,"2025-12-06 14:28:03",0.12306,7,ruiminhuang11
810,14897674,Berlin_light,"2025-12-04 19:22:16",0.12306,7,berlinlight
811,14986851,testingofpattern,"2025-12-17 17:51:22",0.12307,4,testingofpattern
812,14344200,"Miss Qiu","2025-11-08 14:18:28",0.12307,1,liuhaixu
813,14380314,"Isaac Gard","2025-12-08 19:34:31",0.12308,22,isaacggard
814,14814905,"Avinash Kumar #12","2025-11-23 08:16:13",0.12308,1,avnkumar251
815,14769105,"David Schloesser","2025-11-17 22:41:16",0.12308,1,davidschloesser
816,14436504,"Wojciech Golczyk","2025-11-23 20:53:55",0.12309,3,wojciechgolczyk
817,14677320,"Corticchiato Nicolas","2025-11-06 23:08:34",0.12309,1,corticchiatonicolas
818,14697699,thultm,"2025-11-13 17:41:54",0.12309,9,thultm
819,14602941,"sleepy white","2025-11-10 15:42:11",0.12310,15,sleepywhite
820,1412769,Nadrajog93,"2025-11-09 14:41:02",0.12310,1,nandrajog93
821,14733878,Alexander_krp,"2025-12-16 15:08:56",0.12310,24,alexanderkrp
822,14955618,"Jianlin DengHuang","2025-12-19 07:05:57",0.12312,7,jianlindenghuang
823,14693534,unknowDMS,"2025-11-10 13:11:47",0.12313,6,unknowdms
824,14636559,Sun_Th3ee,"2025-11-06 02:40:44",0.12314,2,sunth3ee
825,14634558,yang_041111,"2025-10-31 02:56:06",0.12314,5,yang041111
826,14990514,commanderswain_,"2025-12-19 06:32:10",0.12314,1,commanderswain
827,14027549,a64461dda,"2025-11-20 22:23:52",0.12315,2,a64461dda
828,14634825,"Hoàng Lê Khánh","2025-11-13 01:06:16",0.12315,2,honglkhnh
829,14639557,jonash24,"2025-11-05 17:45:32",0.12316,1,jonash24
830,14773117,OSU-25-35555,"2025-11-19 05:16:51",0.12316,12,dhirrrk
831,14934953,zzzKBzzz,"2025-12-10 13:01:02",0.12316,6,zzzkbzzz
832,14831793,alireza4465,"2025-11-27 01:07:02",0.12316,10,alireza4465
833,14683469,"Chaima ROUABAH","2025-11-09 22:06:52",0.12317,19,chaimarouabah
834,14617509,"Landon Stallmann","2025-12-09 20:59:39",0.12317,11,landonstallmann
835,14970750,usc20252010210827,"2025-12-17 09:12:09",0.12319,12,usc20252010210827
836,14615765,"Andrei Mishenkov","2025-11-04 04:02:10",0.12319,13,andreimishenkov
837,14731676,liangjianing,"2025-11-26 11:02:12",0.12321,11,liangjianing
838,14816737,Mahan1341,"2025-11-22 21:19:55",0.12321,2,mahan1341
839,13839504,"Davis #4","2025-12-13 00:10:58",0.12321,6,davis0178
840,14859131,eddywu7,"2025-12-03 04:24:39",0.12321,3,eddywu7
841,14840012,"JUN GU LG","2025-12-03 06:49:07",0.12323,1,jungulg
842,12676629,TomaszBoguslawski,"2025-11-08 13:53:14",0.12323,1,tomaszboguslawski
843,14786266,Linleihappy,"2025-11-25 03:47:22",0.12323,1,linleihappy
844,14731323,"Nvidia Nan Gu","2025-11-21 10:12:02",0.12324,3,nvidianangu
845,15002087,loveML：D,"2025-12-20 17:17:20",0.12325,4,lovemld
846,14729224,OSU-25-11491,"2025-11-17 02:04:02",0.12326,13,duncannlin
847,14864065,"JD Z","2025-12-08 09:55:45",0.12326,14,kjaghd810
848,14855537,"Alexander Huhn82","2025-12-01 23:37:00",0.12327,14,alexanderhuhn82
849,14716559,tester_nus,"2025-11-13 04:13:34",0.12328,5,testernus
850,14662101,OSU-25-42304,"2025-11-18 03:10:08",0.12328,6,anthonykung
851,14513643,nadkli12,"2025-11-11 06:18:47",0.12329,2,nadkli12
852,14809129,"bo hou","2025-11-30 21:31:21",0.12329,2,jsjhoubo
853,14533419,USC20234080126,"2025-12-18 01:01:21",0.12330,17,usc20234080126
854,14958325,"Jeff Carswell","2025-12-15 20:09:52",0.12330,14,jeffcarswell
855,14950317,"Матвей Стрелков","2025-12-11 12:32:35",0.12332,1,deshp666
856,14686235,"Goeun Han","2025-11-18 16:14:18",0.12332,1,goreunhan
857,14707161,"Dimitar Petrov","2025-12-10 01:47:07",0.12335,6,"dimitariipetrov,janaspirovska"
858,14985070,ValeriyPyTrees,"2025-12-18 12:34:01",0.12335,19,valeriypytrees
859,14486596,"Aymen El Jamani","2025-11-06 17:23:41",0.12336,2,aymeneljamani
860,14612150,DuhaoqYANG,"2025-10-27 19:56:49",0.12336,4,duhaoqian0216
861,14634661,zyzzzyyy,"2025-10-31 03:36:20",0.12337,10,zyzzzyyy
862,14672754,"xzx x","2025-11-07 04:38:54",0.12339,4,xzxxzz
863,14699682,"Felipe Moreira Schulz","2025-11-11 17:04:28",0.12339,1,felipemoreiraschulz
864,14940395,"Wesley Huang","2025-12-10 13:42:44",0.12340,5,wesleyh827
865,14614209,yutaka3110,"2025-11-11 07:07:21",0.12341,17,yutaka3110
866,14442284,abacadaea,"2025-10-30 01:01:03",0.12342,3,abacadaea
867,14336490,USC20234080225,"2025-12-11 03:21:15",0.12342,9,usc20234080225
868,14949478,"Nathan SCHNEERSOHN","2025-12-11 09:49:22",0.12344,4,nathanschneersohn2
869,14631124,sunmeili123456,"2025-11-06 12:57:30",0.12344,1,sunmeili123456
870,14781313,"Seden Yilmazturk","2025-11-18 18:28:48",0.12344,6,sedenyilmazturk
871,14843381,"Hel Johansson","2025-12-10 13:10:09",0.12344,1,heljohansson
872,14419197,"Juan Manuel Ramírez Rivas","2025-11-08 07:33:30",0.12345,13,juanmales
873,14664522,OSU-25-44137,"2025-11-15 09:16:10",0.12346,20,youyihsu
874,14601968,Prince_0509,"2025-10-26 04:59:38",0.12346,1,prince0509
875,14691638,zhiqizhangi,"2025-11-11 15:44:44",0.12346,1,zhiqizhangi
876,14683718,vandanTank07,"2025-11-08 21:42:24",0.12347,3,vandantank07
877,14524668,"Ella crowley","2025-10-23 15:12:57",0.12347,1,ellacrowley
878,14524707,"Minnie Zhou","2025-10-23 15:08:36",0.12347,2,minniezhou0
879,14524667,"Owen Acosta","2025-10-23 15:33:48",0.12347,2,owenacosta
880,14399650,MEfsee,"2025-10-31 12:19:54",0.12349,2,mefsee
881,14371693,"Aleksandran Pashina","2025-12-02 10:44:12",0.12349,2,aleksandranpashina
882,14975473,"Toshiya Shimada","2025-12-16 09:20:45",0.12350,7,shimadatoshiya
883,14578356,"Kaipeng Wang","2025-12-03 08:21:39",0.12350,2,kevinmercury
884,14969490,"Thanakrit Pongtanawannagon","2025-12-20 07:22:20",0.12351,11,thanakritp3b
885,14827005,"Naman Anand","2025-11-24 12:10:25",0.12352,1,namananand66
886,14830990,sebin518,"2025-12-03 13:10:15",0.12352,31,sebin518
887,12826280,NaoyaNakazawa,"2025-10-31 09:46:41",0.12352,4,naoyanakazawa
888,14593881,"Takoua Belwafa","2025-11-02 21:09:29",0.12352,25,takouabelwafa
889,14585494,"Feyza Yildizz","2025-11-04 01:32:39",0.12353,38,feyzayildizz
890,14772451,sfhsjdjfkds,"2025-11-19 11:45:30",0.12354,11,sfhsjdjfkds
891,14939803,FiliOPIT,"2025-12-13 13:41:10",0.12354,5,filiopit
892,14602332,zhiyuanzhu1,"2025-10-26 11:43:26",0.12356,10,zhiyuanzhu1
893,14796553,"Nilabh Pandey","2025-11-20 10:31:57",0.12356,1,pronilabh
894,14594181,Souhhh,"2025-10-27 13:00:34",0.12357,24,souhhh
895,14338847,"Federico Bianchi #2","2025-12-20 23:28:09",0.12357,29,federicobianchi2
896,14747780,XUSHANCHUAN,"2025-12-10 08:08:52",0.12358,11,xushanchuan
897,14716967,"Not Actual","2025-11-14 09:05:33",0.12359,21,notactual
898,14727305,"Data Housing","2025-11-14 05:53:02",0.12359,3,cs24021689
899,14707953,USC20252010110742,"2025-12-17 00:41:57",0.12360,8,usc20252010110742
900,14696859,"Ma yani","2025-11-10 10:53:39",0.12361,1,bobukedu1222
901,14809417,"Umutcan Çetin","2025-11-22 10:14:55",0.12361,6,umutcanetin
902,14517288,ErizoGordito,"2025-10-30 04:40:16",0.12363,35,erizogordito
903,14692633,zhouye666,"2025-11-09 16:31:42",0.12363,9,zhouye666
904,14901982,"Alexis Penquerc'h","2025-12-05 16:23:31",0.12363,1,alexispenquerch
905,14529394,"kazuaki abe","2025-12-03 14:25:32",0.12364,190,kazuakiabe
906,14796303,usc20234080407,"2025-12-03 07:51:07",0.12365,9,usc20234080407
907,14714651,"SUJAL DHANWANI","2025-11-13 18:09:20",0.12366,1,sujaldhanwani
908,14849791,tensai,"2025-11-28 08:28:52",0.12368,1,t3ns4i
909,14602377,"Aryan R  Dalvi","2025-10-27 06:14:18",0.12368,5,aryanrdalvi
910,14994772,usc20252010210763,"2025-12-19 09:15:59",0.12368,4,usc20252010210763
911,14300934,AliJaved03,"2025-11-19 04:41:15",0.12368,13,alijaved03
912,14853766,cccccccc12,"2025-11-28 16:10:49",0.12369,3,cccccccc12
913,14823836,chiy48308,"2025-11-24 05:57:47",0.12369,1,chiy48308
914,14725071,"Fatima Zahra","2025-11-13 13:41:02",0.12369,4,fatimakrial
915,14546890,"denis zaitsev","2025-12-20 12:06:50",0.12369,18,deniszaytseff
916,14737260,"Amos Fang","2025-11-16 12:16:54",0.12371,10,ahmoss
917,14673763,"Adrien Krinitzky","2025-11-06 16:55:36",0.12372,6,adrienkrinitzky
918,14876656,bangbangbangbangbang,"2025-12-01 17:12:33",0.12373,2,bangbangbangbangbang
919,14557128,"pumpkin #3","2025-11-04 11:02:30",0.12373,13,nanguahana
920,14655023,wxgmjfhy,"2025-11-11 07:31:27",0.12374,4,wxgmjfhy
921,14117318,GoukiChou,"2025-11-11 13:56:54",0.12374,14,goukichou
922,13359868,CômeMullie,"2025-11-05 20:56:14",0.12375,2,cmemullie
923,14607080,zhiyuanzhu,"2025-10-29 05:38:04",0.12375,4,qifengzzy
924,14568798,Tang0030,"2025-10-25 10:28:31",0.12376,2,tang0030
925,10773787,"alexandre le saux","2025-11-04 15:28:28",0.12376,1,alexandrelesaux
926,14990685,"Син хао Ван","2025-12-20 09:15:14",0.12378,3,dghkdjg
927,14808629,ChengYyccc,"2025-12-06 10:24:47",0.12379,5,chengyyccc
928,14677116,"Olubimbola Oladimeji","2025-11-26 21:58:56",0.12379,9,olubimbolaoladimeji
929,14860823,"잘 합시다!","2025-12-03 10:38:30",0.12379,8,fatimagullfg9740
930,14559251,gsusjimenezgimeno,"2025-10-27 19:04:29",0.12379,22,gsusjimenezgimeno
931,10805648,"CV Salim HAROUAT","2025-12-18 17:31:07",0.12380,13,cvsalimharouat
932,14610819,shakthiravikumar,"2025-10-27 17:05:03",0.12383,2,shakthiravikumar
933,11902678,"ᴀɴᴋᴜꜱʜ ɴᴀʀᴡᴀᴅᴇ","2025-11-27 16:55:52",0.12384,1,ankushnarwade
934,14815602,肖雨含,"2025-12-10 14:15:45",0.12384,5,xyh28495
935,14553517,HousePrices6155,"2025-11-22 04:03:13",0.12385,12,"atopos5827,linqiang6155,xbw0611,yanglt5975"
936,14788668,"GJR Guster (Guster)","2025-11-22 07:06:57",0.12385,11,gjrgusterguster
937,14721439,Zack_BD,"2025-11-14 09:27:16",0.12386,5,zackbd
938,14366866,"Naoto Koizumi","2025-11-10 09:07:10",0.12386,10,naotokoizumi
939,14687714,"bsssd bssn","2025-11-08 15:56:24",0.12387,5,bsssdbssn
940,14612936,"Matt Thebeau","2025-12-12 22:58:44",0.12387,30,mattthebeau
941,14603311,TanBin,"2025-10-27 13:08:07",0.12387,7,tanbincrcc
942,14634606,翟刚123,"2025-11-17 14:33:01",0.12389,1,zhaigang
943,11202904,"Agathe Sarran","2025-11-06 13:54:08",0.12389,1,agathesarran
944,14940269,"Shaoqi Pang","2025-12-10 03:34:48",0.12389,1,shaoqipang
945,11248192,VedhaKbu,"2025-10-30 08:53:37",0.12389,1,vedhakbu
946,14559872,Wittzy,"2025-10-31 10:41:27",0.12390,2,wittzy
947,14894914,Panchers_Team,"2025-12-06 12:33:26",0.12391,21,"bakhareva13,mazda01,srgblkn"
948,14387116,"Alwan Adiuntoro","2025-11-06 11:16:20",0.12392,2,alwanadiuntoro
949,3714814,lliymaxep,"2025-12-14 21:24:54",0.12392,1,lliymaxep
950,14968948,GEPbl4,"2025-12-15 15:23:31",0.12393,1,gepbl4
951,14996576,"Shahi Sharma","2025-12-19 08:48:42",0.12394,1,shahisharma
952,14662298,"Nong Jinuo","2025-11-05 06:40:37",0.12394,3,yyddbzg
953,14780834,zwn123,"2025-11-19 06:33:03",0.12396,4,zwn123
954,13965127,"Fran He","2025-10-21 22:43:19",0.12397,2,franhe
955,14565890,SMSG_AdrianMarkosAlex,"2025-10-23 15:08:27",0.12397,4,smsgadrianmarkosalex
956,14862058,aisyser,"2025-11-30 15:05:57",0.12397,3,aisyser
957,14584592,BudHimself,"2025-10-23 14:19:28",0.12398,2,budhimself
958,14571403,ipconfig/all,"2025-11-06 07:50:04",0.12398,47,ipconfigall
959,14988415,xiaojunchang486,"2025-12-18 03:39:24",0.12399,2,xiaojunchang486
960,14565462,"FARES AISSAOUI","2025-12-10 12:10:55",0.12399,12,"faresls,medjdenabderahmane"
961,14875093,danielb1102,"2025-12-01 18:01:11",0.12400,6,danielb1102
962,14565397,Quan@Udem,"2025-11-04 08:01:41",0.12400,1,quanudem
963,14981256,USC20252010110712,"2025-12-17 04:25:23",0.12400,3,usc20252010110712
964,14618492,"Juho Toivonen","2025-11-13 14:41:20",0.12400,11,juhotoivonen
965,14977237,zzhanddr,"2025-12-19 10:53:36",0.12402,10,zzhanddr
966,14362059,USC20220440219,"2025-12-19 21:08:52",0.12403,9,usc20220440219
967,14608463,"jc z","2025-10-29 11:24:43",0.12404,4,jczzzze03
968,14831977,"Claucio Jose  Oliveira","2025-11-25 05:21:19",0.12406,7,clauciojoseoliveira
969,14571014,"[Deleted] fa05adcb-4cd6-4cef-b1da-6da62aac68b0","2025-10-26 13:26:38",0.12407,9,del=b071ce16d8dbc642
970,14603961,shiyiyun615,"2025-10-26 13:28:42",0.12407,2,shiyiyun615
971,14536372,"Andres Casal1","2025-10-23 13:17:27",0.12407,1,"andrescasal1,rickycury"
972,14711157,"AMD Yes","2025-11-12 20:54:25",0.12408,10,"alanlau9809,kabilai"
973,14828000,"Nafisa Haque","2025-11-25 09:54:25",0.12408,2,nafisayy
974,14633784,"Vedant Patel #3","2025-10-30 22:32:29",0.12409,1,vedduu
975,14598270,ffff000041,"2025-10-25 08:55:27",0.12410,2,ffff000041
976,14652686,Xiumouren,"2025-11-03 10:16:24",0.12411,5,xiumouren
977,14599758,LucieB,"2025-10-25 14:50:13",0.12412,1,kagglelucie
978,14930885,"James Martin #2","2025-12-17 05:06:18",0.12412,10,jamesmartin90
979,14431547,"Nic Bolton","2025-11-26 20:54:48",0.12412,44,nicbolton
980,14792971,xcheex,"2025-11-26 21:02:03",0.12412,2,xcheex
981,14630731,Hita1234,"2025-10-30 10:51:03",0.12413,3,hita1234
982,14571970,"Arthur Duarte Oliveira","2025-10-23 01:39:03",0.12413,12,arthurduarteoliveira
983,14947081,WanYoungOH,"2025-12-16 06:27:09",0.12414,4,wanyoungoh
984,14694924,OSU-25-35193,"2025-11-14 01:36:36",0.12414,23,yunchenhuang77
985,14684030,"Nazifa Maliha ","2025-11-10 22:22:37",0.12415,5,nazifamaliha
986,14718474,"Ago Echeverri","2025-11-15 18:34:18",0.12416,13,agoecheverri
987,14948835,"Abhishek Mudaliyar","2025-12-11 08:38:44",0.12416,4,abhishekmudaliyar
988,14667282,djiangecer,"2025-11-05 15:01:10",0.12417,1,djiangecer
989,14656819,"Alejandro Ortiz","2025-11-03 21:52:22",0.12417,1,alejandroortiza
990,14706586,YueXinyuan,"2025-11-11 10:14:06",0.12417,1,yuexinyuan
991,13811766,"Tim FA","2025-11-06 13:24:47",0.12419,1,timotheefs
992,14987880,"Jean-David Halimi","2025-12-18 07:35:42",0.12420,6,jeandavidhalimi
993,8638487,twinoa,"2025-12-05 02:40:59",0.12420,1,twinoa
994,14756510,fengcaixia,"2025-11-16 10:51:39",0.12421,1,fengcaixia
995,14436487,"House Prices1","2025-12-19 22:46:27",0.12423,18,"cartergreen90,jadenanderson,michaelmadsen1234"
996,14949778,Monisha167,"2025-12-12 11:09:27",0.12423,14,monisha167
997,14838586,"ehsan kazemian","2025-12-08 03:28:21",0.12423,2,ehsankazemian
998,14387330,fallmoon1,"2025-12-18 17:19:33",0.12424,10,fallmoon1
999,14889563,"xiaojian deng","2025-12-08 12:47:50",0.12425,3,xiaojiandeng
1000,14653399,Neustart_Griebel,"2025-11-03 15:10:47",0.12425,10,neustartgriebel
1001,14631109,"zhangpanpan ","2025-11-06 12:15:03",0.12425,1,zhangpanpan0508
1002,14860110,"Joe Chen #3","2025-12-13 08:08:38",0.12425,6,analyticnewbie
1003,14967988,"Noé Cochet","2025-12-14 22:12:10",0.12426,4,nocochet
1004,14652051,Wangyt0414,"2025-11-27 07:02:41",0.12427,24,wangyt0414
1005,13503815,"Bahri DOĞRU","2025-11-25 18:33:52",0.12427,2,bahridgr
1006,14828635,Maxsaro,"2025-11-26 01:53:30",0.12428,5,maxsaro
1007,14581099,huangjingwen0326,"2025-12-11 08:55:58",0.12428,10,huangjingwen0326
1008,14857145,t-kazushi,"2025-12-02 17:27:49",0.12429,12,tkazushi
1009,14902932,"Кристина Погребняк","2025-12-05 14:53:38",0.12429,1,pogrebnyakkristina
1010,14586654,"Natalia Champy","2025-10-30 22:06:49",0.12430,15,nataliachampy
1011,14682550,"Artem Gerasimov #2","2025-11-08 17:58:20",0.12431,8,artemgerasimov
1012,14717561,"Michael Moldawski","2025-11-27 17:19:58",0.12431,59,itmoldo1
1013,14731644,"NO NAME","2025-11-14 11:18:08",0.12432,5,duine2k7
1014,14730495,"James Tavita","2025-11-14 05:24:25",0.12433,1,jamestavita
1015,12450483,"Andrey Shpigar","2025-11-12 20:19:51",0.12436,14,andreyshpigar
1016,14403863,"Ludovic Chen","2025-10-23 19:56:11",0.12437,5,ludovicchen
1017,14290530,"Hoott Ji","2025-11-27 11:49:23",0.12437,3,hoottji
1018,14988522,zy123465,"2025-12-18 03:01:42",0.12438,7,zy123465
1019,14976752,USC20252010210838,"2025-12-18 04:20:11",0.12438,29,usc20252010210838
1020,14901738,Jaachimthal,"2025-12-19 10:14:00",0.12439,6,jiangshuaibing
1021,14735399,"Josh McDonnell","2025-11-17 23:37:44",0.12440,5,joshmcdonnell95
1022,14532352,"Robbe Thielemans","2025-10-30 12:07:08",0.12441,2,robbet
1023,14709378,"Mithilesh Reddy","2025-11-11 16:19:40",0.12442,1,mithileshreddy7
1024,14548516,m258116,"2025-11-05 12:41:30",0.12442,14,m258116
